mon,day,yr,precip,et,pet,URLD,UCOM,AGRC,FRSD,FRST,GLdy,eBand10,eBand11,oFlow
2,7,2002,13,0.376,0.446,0,0,0,2.81,0,0,0,0,13.57021321
2,8,2002,12,0.369,0.425,0,0,0,2.81,0,0,0,0,13.68925016
2,9,2002,2.16,0.707,1.23,0,0,0,2.81,0,0,0,0,10.4633486
2,10,2002,45.3,0.545,0.821,0,0,0,2.81,0,0,0,0,18.6888024
2,11,2002,0.115,0.423,0.944,0,0,0,2.81,0,0,0,0,19.99820893
2,12,2002,0.61,0.839,1.56,0,0,0,2.81,0,0,0,0,10.87997796
2,13,2002,1.38E-02,0.288,0.716,0,0,0,2.81,0,0,0,0,7.058891606
2,14,2002,1.23E-02,0.227,0.539,0,0,0,2.81,0,0,0,0,5.297144629
2,15,2002,0,0.1,0.243,0,0,0,2.81,0,0,0,0,4.392463748
2,16,2002,0,5.77E-02,0.136,0,0,0,2.81,0,0,0,0,3.809182654
2,17,2002,4.17,0.255,0.286,0,0,0,2.81,0,0,0,0,3.59491613
2,18,2002,7.55,0.547,0.812,0,0,0,2.81,0,0,0,0,3.166383081
2,19,2002,41.1,0.195,0.224,0,0,0,2.81,0,0,0,0,10.33240795
2,20,2002,1.34,0.576,0.897,0,0,0,2.81,0,0,0,0,8.892060758
2,21,2002,29.3,0.448,0.574,0,0,0,2.81,0,0,0,0,13.68925016
2,22,2002,6.48,0.569,0.871,0,0,0,2.81,0,0,0,0,10.760941
2,23,2002,2.94,0.611,0.982,0,0,0,2.81,0,0,0,0,6.904143561
2,24,2002,49.2,0.232,0.26,0,0,0,2.81,0,0,0,0,17.02228499
2,25,2002,47.7,0.232,0.261,0,0,0,2.81,0,0,0,0,43.09137878
2,26,2002,0.468,0.81,1.48,0,0,0,2.81,0,0,0,0,23.92642855
2,27,2002,2.42,0.919,1.73,0,0,0,2.81,0,0,0,0,13.57021321
2,28,2002,0,0.284,0.704,0,0,0,2.81,0,0,0,0,8.32068336
3,1,2002,1.23E-02,0.413,1.01,0,0,0,2.81,0,0,0,0,5.809003548
3,2,2002,0.778,0.291,0.328,0,0,0,2.81,0,0,0,0,4.761478318
3,3,2002,9.78E-02,0.197,0.268,0,0,0,2.81,0,0,0,0,4.011545483
3,4,2002,0.574,0.301,0.349,0,0,0,2.81,0,0,0,0,3.535397651
3,5,2002,20.8,0.662,1.07,0,0,0,2.81,0,0,0,0,3.202094169
3,6,2002,1.01,0.429,0.525,0,0,0,2.81,0,0,0,0,5.868522027
3,7,2002,4.01E-02,0.654,1.54,0,0,0,2.81,0,0,0,0,3.856797437
3,8,2002,7.17,0.381,0.441,0,0,0,2.81,0,0,0,0,3.654434609
3,9,2002,6.06,0.482,0.654,0,0,0,2.81,0,0,0,0,3.725856784
3,10,2002,9.31,0.512,0.72,0,0,0,2.81,0,0,0,0,4.082967657
3,11,2002,4.66,0.696,1.16,0,0,0,2.81,0,0,0,0,3.713953088
3,12,2002,3.45E-03,0.439,1.06,0,0,0,2.81,0,0,0,0,3.249708952
3,13,2002,3.45E-03,0.79,1.93,0,0,0,2.81,0,0,0,0,2.856886991
3,14,2002,0.268,0.844,1.77,0,0,0,2.81,0,0,0,0,2.535487204
3,15,2002,5.01,0.347,0.415,0,0,0,2.81,0,0,0,0,2.392642855
3,16,2002,1.87,0.572,0.861,0,0,0,2.81,0,0,0,0,2.380739159
3,17,2002,2.4,0.46,0.585,0,0,0,2.81,0,0,0,0,2.297413288
3,18,2002,6.53,0.252,0.283,0,0,0,2.81,0,0,0,0,2.678331554
3,19,2002,2.34,0.491,0.651,0,0,0,2.81,0,0,0,0,2.452161334
3,20,2002,8.31,0.621,0.962,0,0,0,2.81,0,0,0,0,2.964020253
3,21,2002,0.138,0.749,1.63,0,0,0,2.81,0,0,0,0,2.904501774
3,22,2002,1.23E-02,0.213,0.494,0,0,0,2.81,0,0,0,0,2.630716771
3,23,2002,0,0.409,0.978,0,0,0,2.81,0,0,0,0,2.392642855
3,24,2002,9.43E-02,0.704,1.58,0,0,0,2.81,0,0,0,0,2.190280026
3,25,2002,0.254,0.393,0.64,0,0,0,2.81,0,0,0,0,2.059339372
3,26,2002,0,0.709,1.69,0,0,0,2.81,0,0,0,0,1.86888024
3,27,2002,0,0.712,1.73,0,0,0,2.81,0,0,0,0,1.72603589
3,28,2002,1.23E-02,0.756,1.82,0,0,0,2.81,0,0,0,0,1.583191541
3,29,2002,0,0.785,1.91,0,0,0,2.81,0,0,0,0,1.452250887
3,30,2002,9.35,1.09,2.07,0,0,0,2.81,0,0,0,0,1.440347191
3,31,2002,5.6,0.335,0.376,0,0,0,2.81,0,0,0,0,4.04725657
4,1,2002,6.43,0.462,0.581,0,0,0,2.81,0,0,0,0,4.487693315
4,2,2002,2.4,0.607,0.933,0,0,0,2.81,0,0,0,0,3.190190473
4,3,2002,3.6,0.425,0.501,0,0,0,2.81,0,0,0,0,2.654524162
4,4,2002,3.45E-03,0.417,0.957,0,0,0,2.81,0,0,0,0,2.309316984
4,5,2002,0,1.1,2.61,0,0,0,2.81,0,0,0,0,1.987917198
4,6,2002,0,1.46,3.47,0,0,0,2.81,0,0,0,0,1.72603589
4,7,2002,0,1.01,2.45,0,0,0,2.81,0,0,0,0,1.523673062
4,8,2002,0,0.842,2.04,0,0,0,2.81,0,0,0,0,1.404636104
4,9,2002,0,0.619,1.51,0,0,0,2.81,0,0,0,0,1.333213929
4,10,2002,0,1.03,2.51,0,0,0,2.81,0,0,0,0,1.297502842
4,11,2002,0,0.904,2.17,0,0,0,2.81,0,0,0,0,1.261791754
4,12,2002,1.50E-03,0.665,1.59,0,0,0,2.81,0,0,0,0,1.237984363
4,13,2002,1.57,1.23,2.39,0,0,0,2.81,0,0,0,0,1.202273275
4,14,2002,0.635,0.489,0.659,0,0,0,2.81,0,0,0,0,1.202273275
4,15,2002,0,0.69,1.62,0,0,0,2.81,0,0,0,0,1.157039231
4,16,2002,0,0.872,2.08,0,0,0,2.81,0,0,0,0,1.120137774
4,17,2002,12.3,0.866,1.51,0,0,0,2.81,0,0,0,0,1.214176971
4,18,2002,9.63,0.513,0.698,0,0,0,2.81,0,0,0,0,2.356931767
4,19,2002,3.93,1.15,2.18,0,0,0,2.81,0,0,0,0,1.916495023
4,20,2002,1.64,0.967,1.74,0,0,0,2.81,0,0,0,0,1.583191541
4,21,2002,1.8,1.27,2.44,0,0,0,2.81,0,0,0,0,1.345117625
4,22,2002,0.111,0.552,1.16,0,0,0,2.81,0,0,0,0,1.392732408
4,23,2002,1.50E-03,0.538,1.25,0,0,0,2.81,0,0,0,0,1.333213929
4,24,2002,1.03,1.32,2.56,0,0,0,2.81,0,0,0,0,1.297502842
4,25,2002,17.4,1.32,2.55,0,0,0,2.81,0,0,0,0,1.821265457
4,26,2002,6.23,1.23,2.35,0,0,0,2.81,0,0,0,0,4.142486136
4,27,2002,35.2,0.577,0.847,0,0,0,2.81,0,0,0,0,8.903964454
4,28,2002,8.92,0.578,0.856,0,0,0,2.81,0,0,0,0,10.87997796
4,29,2002,23.9,0.883,1.56,0,0,0,2.81,0,0,0,0,7.713594875
4,30,2002,6.3,1.13,2.11,0,0,0,2.81,0,0,0,0,10.51096339
5,1,2002,0.528,1.1,2.16,0,0,0,2.81,0,0,0,0,6.273247684
5,2,2002,0,1.27,2.92,0,0,0,2.81,0,0,0,0,4.440078531
5,3,2002,0.112,1.3,2.91,0,0,0,2.81,0,0,0,0,3.571108738
5,4,2002,0.187,0.923,1.95,0,0,0,2.81,0,0,0,0,2.952116557
5,5,2002,0.205,1.35,2.96,0,0,0,2.81,0,0,0,0,2.511679813
5,6,2002,0,0.65,1.53,0,0,0,2.81,0,0,0,0,2.214087418
5,7,2002,0.12,0.248,0.451,0,0,0,2.81,0,0,0,0,2.083146764
5,8,2002,0,0.518,1.2,0,0,0,2.81,0,0,0,0,1.904591327
5,9,2002,0,0.585,1.39,0,0,0,2.81,0,0,0,0,1.749843282
5,10,2002,0,0.748,1.79,0,0,0,2.81,0,0,0,0,1.618902628
5,11,2002,0,1.17,2.77,0,0,0,2.81,0,0,0,0,1.487961974
5,12,2002,7.51,1.38,2.68,0,0,0,2.81,0,0,0,0,1.476058279
5,13,2002,7.87,0.599,0.884,0,0,0,2.81,0,0,0,0,2.023628285
5,14,2002,4.87,0.994,1.78,0,0,0,2.81,0,0,0,0,1.904591327
5,15,2002,1.98,0.763,1.25,0,0,0,2.81,0,0,0,0,3.630627217
5,16,2002,3.45E-03,2,4.54,0,0,0,2.81,0,0,0,0,2.190280026
5,17,2002,26.9,1.88,3.74,0,0,0,2.81,0,0,0,0,1.987917198
5,18,2002,9.75,0.901,1.57,0,0,0,2.81,0,0,0,0,4.582922881
5,19,2002,11.3,0.766,1.26,0,0,0,2.81,0,0,0,0,4.142486136
5,20,2002,0.92,0.57,0.825,0,0,0,2.81,0,0,0,0,4.773382014
5,21,2002,7.03,0.941,1.65,0,0,0,2.81,0,0,0,0,3.59491613
5,22,2002,5.51,0.629,0.945,0,0,0,2.81,0,0,0,0,3.249708952
5,23,2002,8.6,1.71,3.4,0,0,0,2.81,0,0,0,0,2.99973134
5,24,2002,0.556,1.44,2.9,0,0,0,2.81,0,0,0,0,3.404456997
5,25,2002,12.9,0.983,1.74,0,0,0,2.81,0,0,0,0,4.475789619
5,26,2002,4.22,1.36,2.59,0,0,0,2.81,0,0,0,0,4.332945269
5,27,2002,4.22,1.45,2.82,0,0,0,2.81,0,0,0,0,3.535397651
5,28,2002,20.8,0.749,1.22,0,0,0,2.81,0,0,0,0,8.23735749
5,29,2002,6.34,1.27,2.38,0,0,0,2.81,0,0,0,0,8.415912927
5,30,2002,0.347,1.47,3.01,0,0,0,2.81,0,0,0,0,6.36847725
5,31,2002,3.45E-03,1.57,3.53,0,0,0,2.81,0,0,0,0,4.440078531
6,1,2002,0,1.86,4.24,0,0,0,2.81,0,0,0,0,3.499686564
6,2,2002,6.27,1.1,2.01,0,0,0,2.81,0,0,0,0,3.035442428
6,3,2002,5.45,0.852,1.45,0,0,0,2.81,0,0,0,0,4.118678745
6,4,2002,3.45E-03,0.946,2.12,0,0,0,2.81,0,0,0,0,3.047346123
6,5,2002,9.46,1.25,2.36,0,0,0,2.81,0,0,0,0,2.654524162
6,6,2002,0.863,0.415,0.513,0,0,0,2.81,0,0,0,0,2.618813075
6,7,2002,3.96,0.376,0.433,0,0,0,2.81,0,0,0,0,2.487872421
6,8,2002,6.8,0.821,1.36,0,0,0,2.81,0,0,0,0,2.452161334
6,9,2002,20.3,0.832,1.41,0,0,0,2.81,0,0,0,0,4.64244136
6,10,2002,1.61,0.936,1.64,0,0,0,2.81,0,0,0,0,5.011455929
6,11,2002,1.18,1.83,3.64,0,0,0,2.81,0,0,0,0,3.797278958
6,12,2002,0.12,0.792,1.65,0,0,0,2.81,0,0,0,0,3.071153515
6,13,2002,6.23,0.771,1.25,0,0,0,2.81,0,0,0,0,2.844983295
6,14,2002,21.4,0.315,0.351,0,0,0,2.81,0,0,0,0,7.78501705
6,15,2002,1.64,1.3,2.45,0,0,0,2.81,0,0,0,0,5.475700065
6,16,2002,1.4,0.642,0.967,0,0,0,2.81,0,0,0,0,4.213908311
6,17,2002,0.101,1.37,2.95,0,0,0,2.81,0,0,0,0,3.583012434
6,18,2002,0.333,2,4.18,0,0,0,2.81,0,0,0,0,3.023538732
6,19,2002,1.50E-03,1.5,3.4,0,0,0,2.81,0,0,0,0,2.571198292
6,20,2002,1.55,1.45,2.83,0,0,0,2.81,0,0,0,0,2.225991114
6,21,2002,2.79,0.652,0.989,0,0,0,2.81,0,0,0,0,2.154568939
6,22,2002,1.67E-02,0.486,1.06,0,0,0,2.81,0,0,0,0,2.011724589
6,23,2002,0,0.912,2.04,0,0,0,2.81,0,0,0,0,1.773650673
6,24,2002,1.23E-02,1.05,2.34,0,0,0,2.81,0,0,0,0,1.595095236
6,25,2002,0,1.18,2.66,0,0,0,2.81,0,0,0,0,1.440347191
6,26,2002,0.367,0.504,0.892,0,0,0,2.81,0,0,0,0,1.357021321
6,27,2002,6.27E-02,0.435,0.93,0,0,0,2.81,0,0,0,0,1.321310233
6,28,2002,0,1.05,2.37,0,0,0,2.81,0,0,0,0,1.261791754
6,29,2002,1.08,0.647,0.983,0,0,0,2.81,0,0,0,0,1.237984363
6,30,2002,20.3,0.324,0.362,0,0,0,2.81,0,0,0,0,4.202004615
7,1,2002,19.9,0.654,1,0,0,0,2.81,0,0,0,0,6.332766163
7,2,2002,6.48,0.703,1.1,0,0,0,2.81,0,0,0,0,4.701959839
7,3,2002,8.92E-02,1.53,3.3,0,0,0,2.81,0,0,0,0,3.571108738
7,4,2002,31,1.03,1.8,0,0,0,2.81,0,0,0,0,6.154210726
7,5,2002,3.03,0.549,0.783,0,0,0,2.81,0,0,0,0,10.21337099
7,6,2002,3.68,1.19,2.14,0,0,0,2.81,0,0,0,0,6.047077464
7,7,2002,18.1,0.662,1,0,0,0,2.81,0,0,0,0,6.475610512
7,8,2002,0.231,0.582,1.05,0,0,0,2.81,0,0,0,0,7.225543347
7,9,2002,6.36,1.04,1.85,0,0,0,2.81,0,0,0,0,4.797189405
7,10,2002,0.632,1.47,2.95,0,0,0,2.81,0,0,0,0,5.820907243
7,11,2002,0.214,1.28,2.73,0,0,0,2.81,0,0,0,0,3.606819826
7,12,2002,0.187,1.79,3.83,0,0,0,2.81,0,0,0,0,2.987827644
7,13,2002,0,1.78,4,0,0,0,2.81,0,0,0,0,2.5473909
7,14,2002,0,1.28,2.86,0,0,0,2.81,0,0,0,0,2.261702201
7,15,2002,0,1.14,2.57,0,0,0,2.81,0,0,0,0,2.023628285
7,16,2002,0,1.46,3.3,0,0,0,2.81,0,0,0,0,1.809361761
7,17,2002,0,0.621,1.4,0,0,0,2.81,0,0,0,0,1.666517411
7,18,2002,0,0.729,1.63,0,0,0,2.81,0,0,0,0,1.511769366
7,19,2002,5.52,0.504,0.662,0,0,0,2.81,0,0,0,0,1.511769366
7,20,2002,1.36,0.671,1.04,0,0,0,2.81,0,0,0,0,1.571287845
7,21,2002,0,1.63,3.57,0,0,0,2.81,0,0,0,0,1.440347191
7,22,2002,8.89,0.835,1.36,0,0,0,2.81,0,0,0,0,1.392732408
7,23,2002,1.87,0.388,0.452,0,0,0,2.81,0,0,0,0,2.011724589
7,24,2002,0.356,0.838,1.48,0,0,0,2.81,0,0,0,0,1.345117625
7,25,2002,9.78E-02,0.476,0.936,0,0,0,2.81,0,0,0,0,1.064190404
7,26,2002,0.937,0.718,1.12,0,0,0,2.81,0,0,0,0,1.021337099
7,27,2002,9.93E-02,0.573,1.14,0,0,0,2.81,0,0,0,0,0.967770468
7,28,2002,0,1.38,3.02,0,0,0,2.81,0,0,0,0,0.915394207
7,29,2002,1.05,0.775,1.24,0,0,0,2.81,0,0,0,0,0.880873489
7,30,2002,0.456,0.636,1.04,0,0,0,2.81,0,0,0,0,0.87849275
7,31,2002,0.383,0.328,0.406,0,0,0,2.81,0,0,0,0,0.846352771
8,1,2002,13.7,0.262,0.29,0,0,0,2.81,0,0,0,0,0.90587125
8,2,2002,0.616,0.552,0.754,0,0,0,2.81,0,0,0,0,0.978483794
8,3,2002,7.95E-03,1.62,3.51,0,0,0,2.81,0,0,0,0,0.867779423
8,4,2002,0.8,1.7,3.28,0,0,0,2.81,0,0,0,0,0.836829814
8,5,2002,0,1.41,3.11,0,0,0,2.81,0,0,0,0,0.796357249
8,6,2002,4.00E-02,1.17,2.56,0,0,0,2.81,0,0,0,0,0.766598009
8,7,2002,5.07,0.645,0.96,0,0,0,2.81,0,0,0,0,0.788024662
8,8,2002,14.1,0.447,0.538,0,0,0,2.81,0,0,0,0,0.841591293
8,9,2002,6.11,0.351,0.407,0,0,0,2.81,0,0,0,0,1.149897014
8,10,2002,0.255,0.608,1.03,0,0,0,2.81,0,0,0,0,1.021337099
8,11,2002,3.49,0.404,0.468,0,0,0,2.81,0,0,0,0,1.476058279
8,12,2002,2.68,1.78,3.4,0,0,0,2.81,0,0,0,0,1.27369545
8,13,2002,5.32,0.348,0.387,0,0,0,2.81,0,0,0,0,3.809182654
8,14,2002,0.398,1.31,2.41,0,0,0,2.81,0,0,0,0,3.952027004
8,15,2002,1.50E-03,1.25,2.7,0,0,0,2.81,0,0,0,0,2.535487204
8,16,2002,0,1.43,3.1,0,0,0,2.81,0,0,0,0,1.666517411
8,17,2002,27.4,1.91,3.7,0,0,0,2.81,0,0,0,0,2.166472635
8,18,2002,1.78,0.486,0.641,0,0,0,2.81,0,0,0,0,5.392374195
8,19,2002,0.774,0.577,0.81,0,0,0,2.81,0,0,0,0,2.964020253
8,20,2002,3.45E-03,1.01,2.16,0,0,0,2.81,0,0,0,0,2.083146764
8,21,2002,0,1.39,2.99,0,0,0,2.81,0,0,0,0,1.511769366
8,22,2002,0,0.901,1.96,0,0,0,2.81,0,0,0,0,1.27369545
8,23,2002,1.29,1.32,2.46,0,0,0,2.81,0,0,0,0,1.179656253
8,24,2002,4.58,0.856,1.43,0,0,0,2.81,0,0,0,0,1.249888058
8,25,2002,3.45E-03,0.569,1.22,0,0,0,2.81,0,0,0,0,1.226080667
8,26,2002,0,0.849,1.86,0,0,0,2.81,0,0,0,0,1.10466297
8,27,2002,5.76E-02,1.07,2.3,0,0,0,2.81,0,0,0,0,1.015385251
8,28,2002,6.39,1.28,2.32,0,0,0,2.81,0,0,0,0,1.023717838
8,29,2002,6.66,0.391,0.446,0,0,0,2.81,0,0,0,0,2.297413288
8,30,2002,9.19,0.418,0.492,0,0,0,2.81,0,0,0,0,4.440078531
8,31,2002,0,0.685,1.44,0,0,0,2.81,0,0,0,0,2.952116557
9,1,2002,2.24E-02,1.11,2.37,0,0,0,2.81,0,0,0,0,1.999820893
9,2,2002,0,1.16,2.48,0,0,0,2.81,0,0,0,0,1.476058279
9,3,2002,0,0.458,0.988,0,0,0,2.81,0,0,0,0,1.261791754
9,4,2002,6.89E-02,0.374,0.747,0,0,0,2.81,0,0,0,0,1.171323666
9,5,2002,8.95,0.813,1.31,0,0,0,2.81,0,0,0,0,1.368925016
9,6,2002,7.85,0.544,0.739,0,0,0,2.81,0,0,0,0,2.761657424
9,7,2002,3.99,0.923,1.55,0,0,0,2.81,0,0,0,0,2.261702201
9,8,2002,0.769,0.668,0.999,0,0,0,2.81,0,0,0,0,1.95220611
9,9,2002,17.1,0.446,0.544,0,0,0,2.81,0,0,0,0,3.761567871
9,10,2002,3.45E-03,1.16,2.46,0,0,0,2.81,0,0,0,0,3.868701133
9,11,2002,0,1.21,2.57,0,0,0,2.81,0,0,0,0,2.571198292
9,12,2002,0,0.483,1.04,0,0,0,2.81,0,0,0,0,2.166472635
9,13,2002,0,0.937,2.05,0,0,0,2.81,0,0,0,0,1.606998932
9,14,2002,0,1,2.2,0,0,0,2.81,0,0,0,0,1.380828712
9,15,2002,0,0.873,1.92,0,0,0,2.81,0,0,0,0,1.392732408
9,16,2002,1.03E-02,0.202,0.423,0,0,0,2.81,0,0,0,0,1.27369545
9,17,2002,0,0.512,1.1,0,0,0,2.81,0,0,0,0,1.185608101
9,18,2002,0,0.615,1.33,0,0,0,2.81,0,0,0,0,1.118947405
9,19,2002,0,0.318,0.682,0,0,0,2.81,0,0,0,0,1.097520752
9,20,2002,0,0.516,1.13,0,0,0,2.81,0,0,0,0,1.04633486
9,21,2002,0,0.821,1.79,0,0,0,2.81,0,0,0,0,1.010623773
9,22,2002,0,0.367,0.795,0,0,0,2.81,0,0,0,0,0.976103055
9,23,2002,0,0.86,1.88,0,0,0,2.81,0,0,0,0,0.929678642
9,24,2002,1.23E-02,0.796,1.72,0,0,0,2.81,0,0,0,0,0.855875728
9,25,2002,1.19,0.846,1.38,0,0,0,2.81,0,0,0,0,0.82135501
9,26,2002,1.83E-02,0.54,1.13,0,0,0,2.81,0,0,0,0,0.82135501
9,27,2002,0,0.36,0.765,0,0,0,2.81,0,0,0,0,0.805880205
9,28,2002,0,0.246,0.51,0,0,0,2.81,0,0,0,0,0.780882444
9,29,2002,0,1.07,2.31,0,0,0,2.81,0,0,0,0,0.754694313
9,30,2002,8.36E-02,1.1,2.25,0,0,0,2.81,0,0,0,0,0.727315813
10,1,2002,0,0.827,1.78,0,0,0,2.81,0,0,0,0,0.7082699
10,2,2002,16.8,0.935,1.56,0,0,0,2.81,0,0,0,0,0.884444598
10,3,2002,0,0.743,1.57,0,0,0,2.81,0,0,0,0,0.872540902
10,4,2002,0.237,0.816,1.5,0,0,0,2.81,0,0,0,0,0.786834292
10,5,2002,0.176,0.222,0.303,0,0,0,2.81,0,0,0,0,0.76421727
10,6,2002,0,0.622,1.3,0,0,0,2.81,0,0,0,0,0.746361726
10,7,2002,0.507,0.389,0.514,0,0,0,2.81,0,0,0,0,0.790405401
10,8,2002,0,1.18,2.46,0,0,0,2.81,0,0,0,0,0.826116488
10,9,2002,0,1.15,2.5,0,0,0,2.81,0,0,0,0,0.668987704
10,10,2002,0,0.385,0.836,0,0,0,2.81,0,0,0,0,0.617801812
10,11,2002,22,0.305,0.344,0,0,0,2.81,0,0,0,0,0.891586815
10,12,2002,1.2,0.83,1.34,0,0,0,2.81,0,0,0,0,1.146325905
10,13,2002,16.2,0.119,0.132,0,0,0,2.81,0,0,0,0,1.749843282
10,14,2002,2.33,0.45,0.541,0,0,0,2.81,0,0,0,0,1.809361761
10,15,2002,2.29,0.382,0.464,0,0,0,2.81,0,0,0,0,1.49986567
10,16,2002,0.137,0.53,0.912,0,0,0,2.81,0,0,0,0,1.147516275
10,17,2002,8.65,0.417,0.496,0,0,0,2.81,0,0,0,0,1.111805187
10,18,2002,0.677,0.488,0.614,0,0,0,2.81,0,0,0,0,1.082045948
10,19,2002,0.335,0.442,0.633,0,0,0,2.81,0,0,0,0,1.01776599
10,20,2002,36.2,0.283,0.323,0,0,0,2.81,0,0,0,0,4.213908311
10,21,2002,6.31,0.261,0.291,0,0,0,2.81,0,0,0,0,8.427816622
10,22,2002,8.22,0.32,0.364,0,0,0,2.81,0,0,0,0,8.344490752
10,23,2002,1.87,0.686,1.04,0,0,0,2.81,0,0,0,0,6.82081769
10,24,2002,73.5,0.57,0.785,0,0,0,2.81,0,0,0,0,19.64109806
10,25,2002,14,0.66,0.985,0,0,0,2.81,0,0,0,0,24.87872421
10,26,2002,27.8,0.906,1.51,0,0,0,2.81,0,0,0,0,16.54613715
10,27,2002,2.91,0.624,0.92,0,0,0,2.81,0,0,0,0,15.47480453
10,28,2002,3.67,0.741,1.14,0,0,0,2.81,0,0,0,0,9.130134674
10,29,2002,21.3,1.47E-03,1.77E-03,0,0,0,2.81,0,0,0,0,11.53468122
10,30,2002,2.72,5.58E-02,6.05E-02,0,0,0,2.81,0,0,0,0,8.999194021
10,31,2002,1.94,4.09E-02,4.47E-02,0,0,0,2.81,0,0,0,0,6.570840079
11,1,2002,15.4,0.201,0.222,0,0,0,2.81,0,0,0,0,8.653986843
11,2,2002,28.7,0.151,0.167,0,0,0,2.81,0,0,0,0,16.78421107
11,3,2002,3.24,0.639,0.936,0,0,0,2.81,0,0,0,0,13.21310233
11,4,2002,6.74,0.452,0.55,0,0,0,2.81,0,0,0,0,10.90378535
11,5,2002,30.9,0.133,0.146,0,0,0,2.81,0,0,0,0,18.33169152
11,6,2002,4.84,0.67,0.996,0,0,0,2.81,0,0,0,0,24.75968725
11,7,2002,33.3,0.452,0.567,0,0,0,2.81,0,0,0,0,14.52250887
11,8,2002,40.4,9.30E-02,0.105,0,0,0,2.81,0,0,0,0,49.28130059
11,9,2002,22.1,0.155,0.167,0,0,0,2.81,0,0,0,0,25.23583508
11,10,2002,1.82,0.405,0.482,0,0,0,2.81,0,0,0,0,20.59339372
11,11,2002,19.5,0.621,0.859,0,0,0,2.81,0,0,0,0,13.92732408
11,12,2002,6.71,0.438,0.486,0,0,0,2.81,0,0,0,0,13.45117625
11,13,2002,20.9,0.256,0.273,0,0,0,2.81,0,0,0,0,10.760941
11,14,2002,14.5,0.352,0.376,0,0,0,2.81,0,0,0,0,18.56976544
11,15,2002,0.138,0.106,0.14,0,0,0,2.81,0,0,0,0,12.37984363
11,16,2002,0.167,5.08E-02,6.22E-02,0,0,0,2.81,0,0,0,0,8.594468364
11,17,2002,0.451,4.50E-02,5.12E-02,0,0,0,2.81,0,0,0,0,6.463706816
11,18,2002,0,0.188,0.275,0,0,0,2.81,0,0,0,0,5.178107671
11,19,2002,10.6,0.429,0.498,0,0,0,2.81,0,0,0,0,4.559115489
11,20,2002,1.07,0.285,0.309,0,0,0,2.81,0,0,0,0,4.547211793
11,21,2002,3.78,0.352,0.392,0,0,0,2.81,0,0,0,0,3.952027004
11,22,2002,6.03,0.399,0.461,0,0,0,2.81,0,0,0,0,3.59491613
11,23,2002,3.14,0.428,0.506,0,0,0,2.81,0,0,0,0,3.428264389
11,24,2002,0,0.176,0.409,0,0,0,2.81,0,0,0,0,3.035442428
11,25,2002,0.769,0.195,0.211,0,0,0,2.81,0,0,0,0,2.666427858
11,26,2002,2.55,0.44,0.514,0,0,0,2.81,0,0,0,0,2.416450246
11,27,2002,21.1,0.508,0.651,0,0,0,2.81,0,0,0,0,2.725946337
11,28,2002,10,0.443,0.524,0,0,0,2.81,0,0,0,0,3.523493955
11,29,2002,1.71,2.45E-02,2.90E-02,0,0,0,2.81,0,0,0,0,3.14257569
11,30,2002,16.4,5.65E-02,6.34E-02,0,0,0,2.81,0,0,0,0,6.797010299
12,1,2002,13.7,0.584,0.839,0,0,0,2.81,0,0,0,0,8.201646402
12,2,2002,17.7,0.509,0.653,0,0,0,2.81,0,0,0,0,10.13004512
12,3,2002,10.4,0.12,0.131,0,0,0,2.81,0,0,0,0,12.61791754
12,4,2002,2.68,0.343,0.39,0,0,0,2.81,0,0,0,0,11.90369579
12,5,2002,0,6.90E-02,0.146,0,0,0,2.81,0,0,0,0,7.701691179
12,6,2002,0.592,7.99E-02,9.09E-02,0,0,0,2.81,0,0,0,0,5.618544415
12,7,2002,0,0.279,0.377,0,0,0,2.81,0,0,0,0,4.428174836
12,8,2002,3.45E-03,0.237,0.443,0,0,0,2.81,0,0,0,0,3.642530913
12,9,2002,1.23E-02,0.314,0.755,0,0,0,2.81,0,0,0,0,3.071153515
12,10,2002,0,0.426,1.05,0,0,0,2.81,0,0,0,0,2.571198292
12,11,2002,0,0.409,1.02,0,0,0,2.81,0,0,0,0,2.261702201
12,12,2002,0.607,0.233,0.264,0,0,0,2.81,0,0,0,0,1.976013502
12,13,2002,0,5.77E-03,8.38E-03,0,0,0,2.81,0,0,0,0,1.749843282
12,14,2002,0.47,7.84E-02,9.07E-02,0,0,0,2.81,0,0,0,0,1.595095236
12,15,2002,3.48,0.178,0.19,0,0,0,2.81,0,0,0,0,1.547480453
12,16,2002,0.318,5.45E-02,6.17E-02,0,0,0,2.81,0,0,0,0,1.404636104
12,17,2002,0,9.03E-02,0.129,0,0,0,2.81,0,0,0,0,1.285599146
12,18,2002,0,6.77E-02,0.122,0,0,0,2.81,0,0,0,0,1.226080667
12,19,2002,0.562,0.228,0.275,0,0,0,2.81,0,0,0,0,1.137993318
12,20,2002,0.798,4.29E-02,4.88E-02,0,0,0,2.81,0,0,0,0,1.092759274
12,21,2002,31.8,3.53E-02,3.98E-02,0,0,0,2.81,0,0,0,0,3.904412221
12,22,2002,6.42,4.65E-02,5.20E-02,0,0,0,2.81,0,0,0,0,6.047077464
12,23,2002,8.19,0.29,0.311,0,0,0,2.81,0,0,0,0,5.142396583
12,24,2002,12.6,0.374,0.402,0,0,0,2.81,0,0,0,0,10.71332621
12,25,2002,13.4,0.11,0.12,0,0,0,2.81,0,0,0,0,7.689787483
12,26,2002,27.9,9.28E-02,0.101,0,0,0,2.81,0,0,0,0,8.927771846
